dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.496573,17.086542,1.415793,1.763053,0.997109,-0.317839,6.089007
0.020000,6.531546,17.079590,1.451450,1.782866,0.990661,-0.322410,6.084934
0.020000,6.566877,17.072418,1.487501,1.802553,0.984323,-0.316892,6.080867
0.020000,6.602561,17.065022,1.523944,1.822103,0.977530,-0.339617,6.076807
0.020000,6.638594,17.057402,1.560774,1.841522,0.970956,-0.328732,6.072757
0.020000,6.674973,17.049555,1.597990,1.860805,0.964131,-0.341233,6.068720
0.020000,6.711695,17.041479,1.635589,1.879953,0.957389,-0.337081,6.064697
0.020000,6.748755,17.033172,1.673568,1.898961,0.950393,-0.349828,6.060692
0.020000,6.786149,17.024634,1.711925,1.917829,0.943448,-0.347261,6.056708
0.020000,6.823873,17.015862,1.750656,1.936558,0.936434,-0.350704,6.052746
0.020000,6.861925,17.006855,1.789759,1.955145,0.929318,-0.355789,6.048810
0.020000,6.900300,16.997613,1.829231,1.973587,0.922147,-0.358558,6.044903
0.020000,6.938993,16.988135,1.869068,1.991886,0.914933,-0.360694,6.041026
0.020000,6.978003,16.978420,1.909269,2.010039,0.907666,-0.363354,6.037183
0.020000,7.017323,16.968467,1.949830,2.028046,0.900341,-0.366229,6.033377
0.020000,7.056952,16.958276,1.990748,2.045906,0.892972,-0.368447,6.029610
0.020000,7.096885,16.947848,2.032021,2.063617,0.885569,-0.370175,6.025884
0.020000,7.137119,16.937181,2.073644,2.081179,0.878097,-0.373609,6.022204
0.020000,7.177650,16.926278,2.115616,2.098591,0.870614,-0.374107,6.018571
0.020000,7.218474,16.915137,2.157933,2.115853,0.863076,-0.376917,6.014989
0.020000,7.259588,16.903760,2.200592,2.132963,0.855517,-0.377942,6.011460
0.020000,7.300989,16.892147,2.243591,2.149921,0.847877,-0.382000,6.007987
0.020000,7.342672,16.880300,2.286925,2.166726,0.840285,-0.379605,6.004574
0.020000,7.384636,16.868220,2.330593,2.183379,0.832607,-0.383918,6.001222
